CURSO,GENERO,TIPO,CAMPUS,GPA,IGS
2010-2011,Masculino,Privada,RIOPIEDRAS,3.71,333
2012-2013,Femenino,Privada,RIOPIEDRAS,3.67,306
2009-2010,Femenino,Publica,CAROLINA,2.95,259
2013-2014,Femenino,Publica,RIOPIEDRAS,4,321
2011-2012,Femenino,Publica,CAROLINA,4,304
2012-2013,Masculino,Privada,BAYAMON,3.5,320
2011-2012,Femenino,Privada,RIOPIEDRAS,3.52,339
2012-2013,Masculino,Privada,PONCE,3.73,282
2010-2011,Femenino,Publica,ARECIBO,3.51,278
2012-2013,Masculino,Publica,UTUADO,3.06,236
2012-2013,Femenino,Privada,HUMACAO,3.64,302
2010-2011,Masculino,Privada,RIOPIEDRAS,3.71,333
2011-2012,Femenino,Publica,RUM,3.97,286
2011-2012,Masculino,Privada,AGUADILLA,3.07,285
2009-2010,Femenino,Publica,BAYAMON,3.66,292
2009-2010,Masculino,Publica,PONCE,2.7,262
2010-2011,Masculino,Privada,PONCE,3.71,304
2012-2013,Femenino,Publica,PONCE,3.88,255
2011-2012,Masculino,Publica,RUM,4,331
2009-2010,Femenino,Privada,RIOPIEDRAS,4,381
2011-2012,Masculino,Privada,CAROLINA,3.44,275
2011-2012,Masculino,Publica,PONCE,2.34,278
2013-2014,Femenino,Publica,RIOPIEDRAS,3.97,314
2009-2010,Masculino,Publica,ARECIBO,3,316
2009-2010,Femenino,Publica,UTUADO,2.83,191
2010-2011,Femenino,Publica,BAYAMON,3.27,284
2009-2010,Femenino,Publica,RIOPIEDRAS,3.8,325
2011-2012,Femenino,Privada,RUM,3.62,300
2009-2010,Femenino,Publica,PONCE,4,320
2013-2014,Femenino,Privada,HUMACAO,4,324
2013-2014,Femenino,Privada,HUMACAO,4,324
2011-2012,Femenino,Privada,PONCE,3.62,300
2013-2014,Femenino,Publica,AGUADILLA,3.88,339
2011-2012,Femenino,Publica,BAYAMON,3.85,331
2010-2011,Masculino,Privada,BAYAMON,3.57,312
2010-2011,Femenino,Publica,UTUADO,3.73,319
2012-2013,Masculino,Privada,PONCE,3.58,319
2013-2014,Femenino,Publica,ARECIBO,3.94,295
2011-2012,Femenino,Publica,CAYEY,3.74,307
2009-2010,Masculino,Publica,CAROLINA,3.59,316
2011-2012,Femenino,Publica,RIOPIEDRAS,3.71,321
2011-2012,Femenino,Publica,HUMACAO,3.97,313
2010-2011,Femenino,Publica,CAYEY,3.88,301
2011-2012,Femenino,Publica,PONCE,3.63,260
2011-2012,Masculino,Publica,UTUADO,2.65,171
2011-2012,Masculino,Publica,UTUADO,3.3,285
2012-2013,Masculino,Publica,ARECIBO,4,333
2013-2014,Femenino,Publica,CAROLINA,3.97,312
2009-2010,Masculino,Publica,PONCE,3.41,282
2009-2010,Femenino,Privada,AGUADILLA,3.07,244
2010-2011,Femenino,Privada,RUM,3.22,245
2010-2011,Masculino,Publica,BAYAMON,3,257
2012-2013,Femenino,Privada,ARECIBO,3.41,246
2011-2012,Femenino,Privada,CAROLINA,3.1,267
2013-2014,Femenino,Publica,UTUADO,3.53,253
2011-2012,Masculino,Privada,BAYAMON,3.15,283
2010-2011,Masculino,Privada,BAYAMON,3.11,260
2010-2011,Femenino,Publica,HUMACAO,3.67,271
2010-2011,Femenino,Publica,AGUADILLA,4,275
2013-2014,Femenino,Publica,HUMACAO,4,331
2011-2012,Femenino,Privada,AGUADILLA,3.72,312
2012-2013,Femenino,Privada,RIOPIEDRAS,4,323
2009-2010,Masculino,Publica,RUM,3.67,330
2010-2011,Femenino,Publica,RUM,3.82,309
2010-2011,Femenino,Privada,CAYEY,3.59,341
2011-2012,Masculino,Privada,BAYAMON,3.15,261
2010-2011,Femenino,Publica,ARECIBO,3.37,253
2011-2012,Masculino,Privada,RUM,3.72,318
2012-2013,Masculino,Privada,BAYAMON,4,332
2010-2011,Femenino,Publica,HUMACAO,4,339
2011-2012,Masculino,Privada,BAYAMON,3.15,261
2012-2013,Femenino,Privada,CAYEY,4,345
2013-2014,Femenino,Privada,BAYAMON,4,365
2012-2013,Femenino,Privada,CAYEY,3.28,288
2013-2014,Masculino,Publica,CAYEY,2.88,273
2013-2014,Masculino,Privada,BAYAMON,3.78,310
2012-2013,Masculino,Privada,RUM,3.83,351
2010-2011,Masculino,Privada,CAYEY,3.89,311
2010-2011,Femenino,Privada,RIOPIEDRAS,4,337
2013-2014,Femenino,Privada,BAYAMON,3.56,308
2012-2013,Femenino,Privada,CAROLINA,3.38,277
2013-2014,Femenino,Privada,RIOPIEDRAS,3.46,283
2010-2011,Femenino,Privada,RIOPIEDRAS,3.91,327
2013-2014,Femenino,Privada,RIOPIEDRAS,4,294
2013-2014,Femenino,Publica,RIOPIEDRAS,3.74,275
2009-2010,Masculino,Privada,BAYAMON,3.51,323
2013-2014,Masculino,Privada,RIOPIEDRAS,3.11,304
2010-2011,Masculino,Privada,HUMACAO,3.46,314
2010-2011,Femenino,Publica,BAYAMON,3.77,265
2012-2013,Femenino,Privada,RIOPIEDRAS,3.37,308
2012-2013,Masculino,Publica,HUMACAO,4,311
2013-2014,Femenino,Publica,BAYAMON,4,323
2012-2013,Masculino,Publica,ARECIBO,4,311
2011-2012,Femenino,Privada,RUM,3.88,329
2009-2010,Femenino,Publica,BAYAMON,3.91,304
2013-2014,Masculino,Publica,RIOPIEDRAS,3.78,281
2010-2011,Femenino,Privada,RIOPIEDRAS,4,361
2009-2010,Masculino,Privada,RUM,3.28,304
2013-2014,Femenino,Publica,RIOPIEDRAS,3.7,290
2009-2010,Masculino,Publica,BAYAMON,3.77,314
2009-2010,Masculino,Privada,RUM,3.81,338
2009-2010,Masculino,Publica,BAYAMON,2.87,226
2009-2010,Femenino,Publica,BAYAMON,3.87,272
2011-2012,Femenino,Publica,CAYEY,3.94,286
2012-2013,Femenino,Privada,RUM,4,347
2013-2014,Femenino,Privada,RUM,3.24,287
2012-2013,Masculino,Publica,BAYAMON,3.39,323
2013-2014,Masculino,Privada,RIOPIEDRAS,3.97,334
2009-2010,Masculino,Privada,RUM,3.88,350
2009-2010,Femenino,Publica,RIOPIEDRAS,3.73,319
2012-2013,Masculino,Privada,RUM,3.79,358
2010-2011,Femenino,Privada,RIOPIEDRAS,3.61,345
2010-2011,Femenino,Publica,CAYEY,3.74,300
2011-2012,Femenino,Publica,RUM,3.91,304
2013-2014,Femenino,Privada,RIOPIEDRAS,3.52,302
2012-2013,Femenino,Publica,PONCE,3.76,325
2011-2012,Femenino,Publica,CAROLINA,3.48,251
2010-2011,Femenino,Publica,AGUADILLA,3.83,275
2012-2013,Masculino,Privada,CAROLINA,3.04,282
2010-2011,Masculino,Privada,RUM,3.54,296
2009-2010,Femenino,Privada,CAYEY,3.63,304
2010-2011,Femenino,Privada,CAROLINA,3.45,267
2009-2010,Femenino,Privada,RIOPIEDRAS,3.63,304
2009-2010,Masculino,Privada,RIOPIEDRAS,3.71,292
2011-2012,Femenino,Privada,HUMACAO,3.52,282
2013-2014,Masculino,Privada,RUM,3.49,310
2010-2011,Masculino,Publica,RUM,3.62,308
2009-2010,Masculino,Privada,RIOPIEDRAS,3.59,312
2010-2011,Femenino,Privada,RIOPIEDRAS,3.97,343
2011-2012,Femenino,Privada,RUM,3.52,282
2011-2012,Femenino,Privada,RIOPIEDRAS,3.92,339
2011-2012,Femenino,Privada,RIOPIEDRAS,3.7,321
2013-2014,Masculino,Privada,BAYAMON,2.75,249
2010-2011,Femenino,Publica,CAROLINA,2.94,281
2013-2014,Femenino,Publica,RIOPIEDRAS,3.5,281
2013-2014,Masculino,Publica,BAYAMON,4,288
2012-2013,Femenino,Privada,BAYAMON,3.66,294
2012-2013,Femenino,Privada,RIOPIEDRAS,3.8,339
2010-2011,Femenino,Privada,ARECIBO,3.72,325
2011-2012,Masculino,Privada,CAROLINA,3.2,266
2012-2013,Femenino,Publica,ARECIBO,3.61,270
2010-2011,Femenino,Privada,RIOPIEDRAS,3.87,342
2009-2010,Masculino,Publica,RIOPIEDRAS,3.93,360
2010-2011,Femenino,Publica,AGUADILLA,3.68,310
2011-2012,Femenino,Privada,RIOPIEDRAS,3.95,349
2013-2014,Masculino,Privada,CAROLINA,3.31,288
2011-2012,Femenino,Privada,RUM,3.87,347
2012-2013,Femenino,Publica,AGUADILLA,3.61,270
2012-2013,Femenino,Privada,BAYAMON,3.66,294
2013-2014,Femenino,Publica,HUMACAO,3.5,270
2013-2014,Femenino,Publica,CAROLINA,3.5,270
2009-2010,Femenino,Privada,RIOPIEDRAS,3.81,351
2011-2012,Femenino,Publica,AGUADILLA,4,302
2009-2010,Masculino,Publica,CAROLINA,3.9,327
2012-2013,Femenino,Publica,RIOPIEDRAS,3.81,292
2010-2011,Femenino,Publica,RIOPIEDRAS,3.95,308
2012-2013,Femenino,Privada,RIOPIEDRAS,4,345
2012-2013,Masculino,Publica,ARECIBO,3.94,338
2009-2010,Femenino,Privada,HUMACAO,3.41,279
2010-2011,Masculino,Publica,RIOPIEDRAS,3.42,272
2013-2014,Masculino,Privada,CAYEY,3.94,312
2009-2010,Masculino,Privada,RUM,4,372
2011-2012,Masculino,Publica,ARECIBO,3.48,313
2010-2011,Masculino,Publica,UTUADO,2.87,222
2009-2010,Femenino,Privada,CAYEY,3.87,322
2011-2012,Masculino,Publica,RIOPIEDRAS,3.82,302
2009-2010,Femenino,Publica,RIOPIEDRAS,4,332
2010-2011,Femenino,Publica,RUM,3.3,262
2013-2014,Masculino,Privada,CAYEY,3.94,312
2011-2012,Masculino,Publica,BAYAMON,3.55,281
2012-2013,Masculino,Publica,ARECIBO,3.82,278
2009-2010,Femenino,Publica,CAROLINA,3.33,245
2009-2010,Femenino,Publica,ARECIBO,3.77,297
2010-2011,Femenino,Publica,AGUADILLA,4,296
2011-2012,Masculino,Publica,RIOPIEDRAS,4,325
2011-2012,Femenino,Publica,AGUADILLA,3.88,300
2013-2014,Masculino,Privada,RUM,3.87,337
2013-2014,Masculino,Publica,RUM,3.96,296
2009-2010,Femenino,Estados Unidos,AGUADILLA,3.73,292
2009-2010,Femenino,Privada,ARECIBO,3.07,257
2013-2014,Masculino,Publica,AGUADILLA,3.96,296
2013-2014,Masculino,Privada,RUM,3.87,337
2011-2012,Masculino,Publica,BAYAMON,3.39,252
2009-2010,Femenino,Publica,PONCE,3.94,316
2011-2012,Femenino,Publica,PONCE,3.5,250
2012-2013,Femenino,Publica,AGUADILLA,3.66,243
2010-2011,Femenino,Privada,RIOPIEDRAS,3.97,337
2013-2014,Masculino,Publica,ARECIBO,3.6,283
2013-2014,Masculino,Publica,RUM,4,345
2009-2010,Femenino,Publica,PONCE,3.94,316
2010-2011,Masculino,Publica,AGUADILLA,2.93,232
2011-2012,Masculino,Examenes Equivalencia,BAYAMON,2.69,282
2012-2013,Femenino,Privada,CAROLINA,3.5,261
2011-2012,Femenino,Publica,CAYEY,3.71,284
2013-2014,Masculino,Publica,CAROLINA,3.16,254
2012-2013,Femenino,Privada,RIOPIEDRAS,3.27,308
2010-2011,Femenino,Publica,HUMACAO,4,285
2013-2014,Femenino,Publica,RIOPIEDRAS,,345
2011-2012,Femenino,Publica,ARECIBO,2.66,288
2013-2014,Femenino,Publica,RIOPIEDRAS,,345
2011-2012,Masculino,Publica,UTUADO,2.69,244
2009-2010,Femenino,Privada,RUM,3.91,313
2011-2012,Masculino,Publica,AGUADILLA,4,351
2012-2013,Masculino,Publica,BAYAMON,3.31,251
2010-2011,Femenino,Publica,RUM,4,350
2013-2014,Masculino,Publica,BAYAMON,2.84,261
2011-2012,Femenino,Publica,HUMACAO,3.91,282
2009-2010,Masculino,Privada,PONCE,3.12,251
2010-2011,Femenino,Publica,AGUADILLA,4,292
2010-2011,Femenino,Publica,BAYAMON,3.39,266
2012-2013,Femenino,Publica,BAYAMON,3.94,282
2013-2014,Femenino,Publica,UTUADO,3.37,233
2009-2010,Masculino,Publica,AGUADILLA,3.63,290
2013-2014,Femenino,Privada,RUM,3.9,316
2009-2010,Masculino,Publica,AGUADILLA,3.94,350
2009-2010,Femenino,Privada,RIOPIEDRAS,4,290
2009-2010,Femenino,Publica,ARECIBO,3.59,278
2009-2010,Femenino,Publica,BAYAMON,3.9,269
2011-2012,Femenino,Privada,RIOPIEDRAS,3.9,324
2011-2012,Femenino,Publica,AGUADILLA,3.47,267
2009-2010,Femenino,Privada,ARECIBO,2.94,244
2012-2013,Femenino,Privada,CAROLINA,2.98,277
2012-2013,Masculino,Publica,HUMACAO,4,311
2013-2014,Femenino,Publica,ARECIBO,3.56,265
2013-2014,Masculino,Publica,RUM,3.82,299
2011-2012,Masculino,Publica,UTUADO,2.06,182
2013-2014,Femenino,Publica,BAYAMON,3.66,320
2009-2010,Femenino,Publica,AGUADILLA,3.86,273
2010-2011,Masculino,Privada,RIOPIEDRAS,3.95,350
2010-2011,Femenino,Privada,CAROLINA,3.7,310
2011-2012,Femenino,Publica,BAYAMON,3.97,320
2009-2010,Femenino,Publica,AGUADILLA,3.86,273
2011-2012,Masculino,Publica,AGUADILLA,4,284
2011-2012,Masculino,Publica,BAYAMON,4,307
2011-2012,Femenino,Publica,RUM,4,350
2013-2014,Femenino,Publica,PONCE,3.8,286
2009-2010,Femenino,Publica,RIOPIEDRAS,3.7,270
2009-2010,Femenino,Publica,HUMACAO,3.65,294
2010-2011,Femenino,Privada,BAYAMON,3.07,285
2013-2014,Masculino,Publica,RIOPIEDRAS,3.97,333
2010-2011,Femenino,Publica,AGUADILLA,4,329
2013-2014,Masculino,Publica,RIOPIEDRAS,3.97,333
2011-2012,Masculino,Publica,RIOPIEDRAS,3.51,277
2013-2014,Femenino,Privada,BAYAMON,3.82,293
2009-2010,Masculino,Privada,BAYAMON,2.9,271
2012-2013,Femenino,Publica,CAROLINA,3.7,268
2013-2014,Femenino,Privada,CAROLINA,3.71,255
2011-2012,Femenino,Privada,RUM,3.8,341
2011-2012,Masculino,Privada,RIOPIEDRAS,3.9,331
2010-2011,Masculino,Privada,RIOPIEDRAS,4,335
2011-2012,Femenino,Publica,RUM,2.73,275
2012-2013,Femenino,Publica,CAROLINA,3.7,268
2011-2012,Femenino,Publica,CAROLINA,3.96,304
2010-2011,Masculino,Privada,RIOPIEDRAS,3.58,310
2013-2014,Femenino,Privada,CAROLINA,3.6,285
2012-2013,Femenino,Privada,RIOPIEDRAS,3.6,350
2013-2014,Femenino,Privada,RIOPIEDRAS,3.85,337
2010-2011,Masculino,Nocturna,ARECIBO,,290
2010-2011,Femenino,Publica,UTUADO,3.81,258
2010-2011,Femenino,Privada,RUM,3.78,335
2010-2011,Femenino,Publica,ARECIBO,3.03,251
2013-2014,Femenino,Privada,ARECIBO,3.77,266
2009-2010,Femenino,Privada,RUM,4,327
2013-2014,Femenino,Publica,ARECIBO,3.8,259
2013-2014,Masculino,Privada,BAYAMON,2.83,250
2011-2012,Femenino,Publica,ARECIBO,3.41,248
2013-2014,Masculino,Privada,BAYAMON,3.85,310
2010-2011,Femenino,Publica,CAROLINA,3.91,304
2011-2012,Masculino,Publica,ARECIBO,2.85,277
2009-2010,Femenino,Publica,HUMACAO,3.55,279
2010-2011,Femenino,Publica,CAROLINA,3.61,256
2012-2013,Masculino,Publica,RUM,3.31,263
2012-2013,Masculino,Publica,AGUADILLA,3.31,263
2011-2012,Femenino,Publica,CAYEY,3.94,308
2013-2014,Femenino,Privada,HUMACAO,3.87,304
2012-2013,Femenino,Publica,UTUADO,3.51,234
2011-2012,Femenino,Publica,AGUADILLA,4,302
2009-2010,Masculino,Publica,RUM,3.53,296
2013-2014,Masculino,Publica,RIOPIEDRAS,3.97,322
2011-2012,Femenino,Publica,CAROLINA,3.39,257
2011-2012,Femenino,Publica,CAROLINA,3,246
2012-2013,Masculino,Privada,RUM,3.25,296
2011-2012,Masculino,Publica,RUM,3.71,277
2012-2013,Masculino,Publica,ARECIBO,3.48,283
2013-2014,Masculino,Publica,RIOPIEDRAS,3.26,281
2011-2012,Femenino,Privada,RUM,3.62,344
2010-2011,Masculino,Publica,RIOPIEDRAS,3.66,316
2009-2010,Masculino,Publica,BAYAMON,3.5,308
2009-2010,Masculino,Publica,CAROLINA,3.54,289
2013-2014,Masculino,Publica,RIOPIEDRAS,3.26,281
2012-2013,Femenino,Privada,RIOPIEDRAS,3.56,303
2013-2014,Masculino,Publica,BAYAMON,3.97,322
2013-2014,Femenino,Publica,ARECIBO,3.93,333
2009-2010,Femenino,Publica,ARECIBO,4,323
2010-2011,Femenino,Publica,RUM,4,340
2010-2011,Femenino,Publica,BAYAMON,3.59,304
2011-2012,Masculino,Publica,BAYAMON,3.35,309
2010-2011,Masculino,Publica,RIOPIEDRAS,3.88,332
2009-2010,Femenino,Privada,CAROLINA,3.36,273
2011-2012,Masculino,Publica,RIOPIEDRAS,4,335
2012-2013,Femenino,Publica,UTUADO,2.76,204
2012-2013,Masculino,Publica,RUM,4,315
2011-2012,Femenino,Publica,RUM,4,352
2013-2014,Masculino,Publica,RIOPIEDRAS,3.94,368
2010-2011,Masculino,Publica,HUMACAO,3.56,288
2012-2013,Femenino,Publica,UTUADO,3.15,230
2013-2014,Masculino,Publica,AGUADILLA,3.79,261
2013-2014,Femenino,Publica,CAROLINA,3.67,279
2009-2010,Masculino,Publica,ARECIBO,3.6,322
2012-2013,Femenino,Privada,AGUADILLA,3.38,236
2011-2012,Femenino,Publica,ARECIBO,3.8,305
2011-2012,Femenino,Publica,AGUADILLA,3.8,305
2012-2013,Masculino,Publica,RUM,4,315
2011-2012,Femenino,Privada,ARECIBO,3.57,265
2012-2013,Femenino,Publica,CAROLINA,2.7,213
2009-2010,Masculino,Privada,RUM,3.96,327
2013-2014,Femenino,Privada,RIOPIEDRAS,4,347
2009-2010,Femenino,Publica,ARECIBO,4,283
2012-2013,Femenino,Privada,RIOPIEDRAS,3.81,351
2009-2010,Femenino,Publica,BAYAMON,3.89,337
2011-2012,Femenino,Privada,RIOPIEDRAS,3.4,323
2011-2012,Femenino,Privada,UTUADO,3.57,265
2012-2013,Femenino,Publica,ARECIBO,4,270
2010-2011,Masculino,Publica,BAYAMON,3.06,269
2011-2012,Femenino,Privada,ARECIBO,3.57,265
2013-2014,Femenino,Privada,RUM,3.6,317
2010-2011,Femenino,Publica,BAYAMON,3.15,251
2011-2012,Femenino,Privada,RIOPIEDRAS,3.93,356
2011-2012,Femenino,Privada,RIOPIEDRAS,3.63,307
2010-2011,Masculino,Publica,HUMACAO,3.62,290
2010-2011,Femenino,Publica,ARECIBO,3.97,302
2009-2010,Masculino,Privada,UTUADO,3.5,292
2009-2010,Femenino,Publica,ARECIBO,3.53,285
2011-2012,Femenino,Publica,UTUADO,3.03,213
2010-2011,Femenino,Publica,RUM,3.92,264
2009-2010,Femenino,Publica,CAROLINA,3.61,305
2013-2014,Femenino,Publica,AGUADILLA,4,354
2009-2010,Femenino,Publica,ARECIBO,3.59,253
2012-2013,Femenino,Publica,RIOPIEDRAS,3.25,290
2009-2010,Masculino,Privada,RUM,3.41,302
2011-2012,Masculino,Privada,RIOPIEDRAS,3.55,317
2009-2010,Femenino,Privada,RUM,3.77,278
2009-2010,Femenino,Publica,RIOPIEDRAS,4,362
2012-2013,Masculino,Privada,RUM,3.57,323
2009-2010,Femenino,Publica,RIOPIEDRAS,4,355
2013-2014,Femenino,Privada,HUMACAO,3.82,283
2011-2012,Femenino,Privada,RUM,3.75,347
2013-2014,Femenino,Publica,AGUADILLA,4,354
2010-2011,Femenino,Privada,HUMACAO,2.93,250
2011-2012,Masculino,Publica,AGUADILLA,3.43,241
2013-2014,Femenino,Publica,BAYAMON,4,299
2013-2014,Femenino,Publica,AGUADILLA,3.34,243
2012-2013,Masculino,Publica,AGUADILLA,3.82,268
2009-2010,Masculino,Publica,RUM,3.97,347
2013-2014,Masculino,Privada,UTUADO,2.42,190
2012-2013,Masculino,Privada,PONCE,3.33,259
2009-2010,Femenino,Publica,ARECIBO,3.94,298
2009-2010,Femenino,Privada,RIOPIEDRAS,3.61,311
2012-2013,Femenino,Publica,UTUADO,2.21,191
2011-2012,Femenino,Publica,ARECIBO,3.58,300
2013-2014,Masculino,Privada,RUM,4,346
2011-2012,Masculino,Privada,RIOPIEDRAS,3.84,350
2012-2013,Femenino,Privada,UTUADO,2.8,204
2011-2012,Femenino,Privada,RIOPIEDRAS,4,371
2013-2014,Masculino,Publica,BAYAMON,3.77,304
2013-2014,Masculino,Publica,BAYAMON,3.77,304
2011-2012,Masculino,Publica,AGUADILLA,2.59,232
2010-2011,Masculino,Privada,ARECIBO,3.2,288
2013-2014,Femenino,Privada,BAYAMON,3.67,294
2013-2014,Femenino,Privada,RUM,3.89,333
2010-2011,Masculino,Privada,AGUADILLA,3.2,288
2011-2012,Femenino,Publica,RIOPIEDRAS,3.78,323
2012-2013,Masculino,Privada,RIOPIEDRAS,3.5,330
2010-2011,Femenino,Privada,HUMACAO,3.67,315
2010-2011,Femenino,Publica,BAYAMON,4,312
2012-2013,Masculino,Publica,ARECIBO,3.29,300
2009-2010,Masculino,Privada,RUM,3.9,358
2012-2013,Femenino,Publica,ARECIBO,4,364
2013-2014,Masculino,Privada,UTUADO,2.56,220
2013-2014,Femenino,Publica,RUM,3.82,294
2012-2013,Femenino,Publica,ARECIBO,3.79,306
2011-2012,Masculino,Publica,BAYAMON,3.97,304
2012-2013,Masculino,Publica,AGUADILLA,3.84,297
2009-2010,Masculino,Privada,RIOPIEDRAS,3.66,339
2012-2013,Femenino,Privada,ARECIBO,3.18,263
2010-2011,Femenino,Privada,RIOPIEDRAS,2.91,271
2013-2014,Masculino,Publica,BAYAMON,3.36,271
2011-2012,Femenino,Publica,ARECIBO,3.82,275
2009-2010,Femenino,Publica,UTUADO,2.43,226
2011-2012,Femenino,Privada,RIOPIEDRAS,3.7,316
2009-2010,Masculino,Privada,RIOPIEDRAS,3.35,299
2013-2014,Femenino,Publica,CAROLINA,3.37,255
2011-2012,Femenino,Privada,CAYEY,3.24,260
2012-2013,Femenino,Privada,ARECIBO,3.8,293
2010-2011,Femenino,Publica,RIOPIEDRAS,4,380
2010-2011,Masculino,Publica,AGUADILLA,2.25,211
2012-2013,Femenino,Privada,RIOPIEDRAS,3.39,327
2013-2014,Femenino,Privada,RIOPIEDRAS,3.77,306
2012-2013,Masculino,Privada,RUM,2.86,272
2009-2010,Femenino,Privada,RIOPIEDRAS,4,345
2009-2010,Femenino,Publica,BAYAMON,3.85,288
2010-2011,Femenino,Publica,AGUADILLA,3.76,310
2012-2013,Femenino,Publica,UTUADO,2.45,209
2010-2011,Masculino,Publica,RUM,3.71,324
2010-2011,Femenino,Publica,RUM,3.76,310
2013-2014,Masculino,Publica,CAYEY,3.8,295
2009-2010,Femenino,Privada,HUMACAO,4,274
2011-2012,Masculino,Publica,ARECIBO,3.41,329
2009-2010,Masculino,Publica,PONCE,3.68,298
2013-2014,Femenino,Privada,PONCE,3.85,290
2011-2012,Femenino,Privada,BAYAMON,3.94,323
2010-2011,Femenino,Publica,AGUADILLA,3.76,310
2010-2011,Femenino,Publica,ARECIBO,3.41,251
2009-2010,Femenino,Privada,RIOPIEDRAS,3.62,269
2010-2011,Masculino,Publica,PONCE,3.95,312
2012-2013,Femenino,Publica,BAYAMON,4,317
2013-2014,Femenino,Publica,ARECIBO,3.61,269
2012-2013,Masculino,Privada,CAROLINA,3.54,281
2011-2012,Femenino,Publica,RUM,4,318
2011-2012,Femenino,Publica,AGUADILLA,4,318
2010-2011,Masculino,Privada,ARECIBO,2.59,274
2012-2013,Femenino,Publica,AGUADILLA,3.63,257
2011-2012,Masculino,Privada,RUM,3.21,265
2009-2010,Masculino,Publica,ARECIBO,3.17,297
2013-2014,Femenino,Publica,CAROLINA,3.73,259
2009-2010,Masculino,Publica,RIOPIEDRAS,3.17,297
2010-2011,Femenino,Publica,AGUADILLA,3.83,267
2013-2014,Femenino,Publica,CAROLINA,4,259
2010-2011,Femenino,Publica,RUM,3.97,349
2013-2014,Femenino,Publica,AGUADILLA,3.53,306
2009-2010,Masculino,Privada,RIOPIEDRAS,3.81,316
2009-2010,Masculino,Publica,CAROLINA,3.09,279
2010-2011,Masculino,Publica,RUM,3.59,306
2010-2011,Femenino,Publica,AGUADILLA,3.97,336
2013-2014,Femenino,Privada,RIOPIEDRAS,3.82,308
2013-2014,Femenino,Publica,ARECIBO,3.94,281
2013-2014,Masculino,Publica,UTUADO,2.48,254
2012-2013,Femenino,Privada,RIOPIEDRAS,3.65,329
2009-2010,Masculino,Publica,UTUADO,3.24,234
2010-2011,Femenino,Privada,RIOPIEDRAS,3.94,384
2011-2012,Femenino,Privada,RIOPIEDRAS,3.89,344
2011-2012,Femenino,Privada,RIOPIEDRAS,3.45,275
2012-2013,Femenino,Publica,UTUADO,2.88,216
2011-2012,Masculino,Privada,BAYAMON,3.03,273
2009-2010,Masculino,Publica,BAYAMON,3.93,309
2013-2014,Femenino,Publica,CAROLINA,4,329
2012-2013,Masculino,Publica,HUMACAO,3.34,260
2012-2013,Femenino,Publica,RUM,3.97,330
2013-2014,Masculino,Privada,BAYAMON,2.8,230
2012-2013,Femenino,Publica,RUM,3.97,330
2011-2012,Femenino,Publica,ARECIBO,4,337
2013-2014,Femenino,Privada,RIOPIEDRAS,3.42,277
2011-2012,Masculino,Privada,RIOPIEDRAS,4,331
2011-2012,Femenino,Publica,CAROLINA,4,338
2011-2012,Femenino,Privada,RIOPIEDRAS,4,368
2012-2013,Femenino,Privada,PONCE,3.8,303
2012-2013,Masculino,Publica,UTUADO,3.25,246
2009-2010,Masculino,Publica,BAYAMON,3.36,251
2009-2010,Femenino,Privada,RIOPIEDRAS,3.54,350
2013-2014,Masculino,Privada,RUM,3.43,345
2012-2013,Masculino,Publica,ARECIBO,2.62,251
2009-2010,Masculino,Publica,UTUADO,2.47,239
2009-2010,Femenino,Publica,HUMACAO,3.87,274
2012-2013,Femenino,Privada,RIOPIEDRAS,3.8,303
2013-2014,Masculino,Privada,RUM,3.32,306
2012-2013,Femenino,Privada,CAROLINA,3.75,294
2010-2011,Femenino,Publica,BAYAMON,4,336
2013-2014,Femenino,Publica,BAYAMON,4,311
2009-2010,Femenino,Publica,ARECIBO,3.82,322
2013-2014,Femenino,Privada,BAYAMON,3.22,284
2009-2010,Femenino,Publica,ARECIBO,3.66,252
2010-2011,Femenino,Publica,BAYAMON,3.22,282
2009-2010,Masculino,Publica,BAYAMON,2.8,269
2010-2011,Femenino,Privada,RUM,3.92,312
2013-2014,Masculino,Privada,RUM,3.43,345
2012-2013,Femenino,Publica,RIOPIEDRAS,3.77,336
2011-2012,Femenino,Privada,CAROLINA,3.17,236
2013-2014,Masculino,Publica,CAYEY,4,321
2009-2010,Femenino,Publica,RIOPIEDRAS,3.2,314
2011-2012,Femenino,Publica,RUM,3.97,333
2011-2012,Masculino,Publica,CAYEY,3.61,306
2011-2012,Masculino,Publica,HUMACAO,3.88,268
2009-2010,Masculino,Publica,RUM,3.43,255
2011-2012,Masculino,Publica,AGUADILLA,3.63,235
2010-2011,Masculino,Publica,PONCE,3.71,302
2011-2012,Femenino,Publica,RIOPIEDRAS,3.94,354
2012-2013,Femenino,Publica,PONCE,3.91,283
2012-2013,Masculino,Publica,ARECIBO,3.91,352
2011-2012,Femenino,Publica,UTUADO,3.03,191
2010-2011,Femenino,Publica,PONCE,3.58,254
2009-2010,Femenino,Publica,PONCE,3.2,314
2011-2012,Femenino,Privada,RIOPIEDRAS,3.92,329
2010-2011,Femenino,Privada,CAROLINA,3.72,323
2010-2011,Masculino,Publica,UTUADO,3.26,212
2010-2011,Femenino,Publica,HUMACAO,3.74,286
2013-2014,Masculino,Publica,BAYAMON,4,321
2011-2012,Femenino,Publica,AGUADILLA,3.58,260
2013-2014,Masculino,Publica,ARECIBO,3.61,289
