CURSO,GENERO,TIPO,CAMPUS,GPA,IGS
2013-2014,Masculino,Publica,UTUADO,2.4,199
2013-2014,Femenino,Privada,RIOPIEDRAS,3.86,317
2010-2011,Femenino,Publica,AGUADILLA,3.76,275
2012-2013,Masculino,Privada,RUM,3.58,315
2013-2014,Femenino,Publica,BAYAMON,3.9,310
2013-2014,Femenino,Publica,CAROLINA,3.06,250
2010-2011,Masculino,Publica,CAROLINA,3.91,339
2013-2014,Femenino,Publica,PONCE,3.96,358
2009-2010,Femenino,Examenes Equivalencia,RIOPIEDRAS,2.99,246
2010-2011,Femenino,Publica,AGUADILLA,3.41,281
2010-2011,Femenino,Privada,RIOPIEDRAS,3.84,335
2012-2013,Masculino,Publica,HUMACAO,3.97,296
2012-2013,Masculino,Privada,RUM,4,390
2009-2010,Masculino,Privada,RUM,3.27,310
2010-2011,Masculino,Publica,HUMACAO,4,338
2012-2013,Femenino,Privada,RIOPIEDRAS,4,360
2012-2013,Masculino,Privada,RUM,3.58,315
2009-2010,Masculino,Publica,BAYAMON,3.76,300
2013-2014,Femenino,Privada,RUM,3.89,345
2013-2014,Femenino,Publica,HUMACAO,3.8,290
2011-2012,Femenino,Privada,CAYEY,3.35,289
2013-2014,Femenino,Publica,RIOPIEDRAS,3.24,304
2009-2010,Masculino,Publica,CAROLINA,3.25,260
2011-2012,Femenino,Privada,RIOPIEDRAS,3.89,334
2010-2011,Masculino,Privada,PONCE,3.69,312
2009-2010,Femenino,Publica,RUM,3.93,373
2012-2013,Masculino,Publica,UTUADO,2.71,204
2013-2014,Femenino,Publica,HUMACAO,3.8,290
2013-2014,Masculino,Publica,RUM,4,366
2010-2011,Masculino,Publica,CAROLINA,3.52,283
2013-2014,Masculino,Publica,ARECIBO,2.91,273
2013-2014,Masculino,Publica,UTUADO,2.23,182
2013-2014,Femenino,Privada,BAYAMON,3.45,237
2010-2011,Femenino,Privada,ARECIBO,3.56,310
2009-2010,Masculino,Privada,BAYAMON,3.3,279
2013-2014,Femenino,Publica,RIOPIEDRAS,4,349
2010-2011,Femenino,Privada,RIOPIEDRAS,3.75,298
2010-2011,Masculino,Publica,RIOPIEDRAS,3.63,323
2012-2013,Masculino,Privada,RUM,3.49,303
2011-2012,Masculino,Privada,PONCE,3.62,301
2009-2010,Masculino,Privada,RUM,3.86,332
2012-2013,Femenino,Privada,RIOPIEDRAS,3.51,341
2010-2011,Masculino,Publica,AGUADILLA,3.03,260
2012-2013,Masculino,Privada,CAYEY,3.8,316
2009-2010,Femenino,Privada,CAROLINA,3.47,236
2009-2010,Femenino,Privada,PONCE,3.83,291
2012-2013,Masculino,Privada,RIOPIEDRAS,3.71,337
2012-2013,Masculino,Publica,RIOPIEDRAS,2.83,257
2011-2012,Femenino,Privada,BAYAMON,3.21,255
2010-2011,Femenino,Privada,CAYEY,4,362
2011-2012,Masculino,Publica,RUM,3.56,347
2011-2012,Masculino,Privada,RIOPIEDRAS,3.7,317
2012-2013,Masculino,Privada,RIOPIEDRAS,3.18,311
2009-2010,Femenino,Privada,PONCE,3.83,291
2011-2012,Femenino,Publica,AGUADILLA,3.47,297
2011-2012,Femenino,Publica,AGUADILLA,3.47,297
2013-2014,Femenino,Privada,RIOPIEDRAS,3.54,323
2009-2010,Masculino,Privada,CAROLINA,3.28,250
2013-2014,Femenino,Privada,UTUADO,2.54,211
2010-2011,Femenino,Privada,RIOPIEDRAS,3.55,345
2012-2013,Femenino,Privada,UTUADO,2.39,204
2010-2011,Femenino,Publica,RIOPIEDRAS,3.6,311
2012-2013,Masculino,Privada,CAROLINA,2.94,266
2010-2011,Femenino,Publica,BAYAMON,3.73,274
2010-2011,Femenino,Publica,RUM,3.74,314
2010-2011,Masculino,Privada,RUM,3.83,352
2009-2010,Femenino,Privada,HUMACAO,3.06,266
2009-2010,Masculino,Publica,UTUADO,3.39,240
2009-2010,Masculino,Privada,CAROLINA,2.76,232
2011-2012,Masculino,Privada,BAYAMON,2.52,255
2009-2010,Masculino,Privada,RUM,3.6,339
2011-2012,Masculino,Publica,RIOPIEDRAS,4,345
2011-2012,Femenino,Publica,ARECIBO,3.34,246
2011-2012,Masculino,Publica,BAYAMON,3.5,273
2010-2011,Femenino,Publica,CAROLINA,3.6,311
2013-2014,Femenino,Publica,ARECIBO,4,338
2010-2011,Femenino,Privada,RIOPIEDRAS,3.76,316
2013-2014,Femenino,Publica,BAYAMON,3.85,282
2013-2014,Masculino,Privada,AGUADILLA,3.67,294
2012-2013,Femenino,Publica,AGUADILLA,3.7,272
2011-2012,Masculino,Privada,ARECIBO,3.17,254
2011-2012,Masculino,Privada,RIOPIEDRAS,3.14,293
2012-2013,Masculino,Privada,CAROLINA,2.97,273
2013-2014,Femenino,Privada,CAYEY,3.97,320
2009-2010,Masculino,Privada,ARECIBO,3,265
2011-2012,Masculino,Privada,RIOPIEDRAS,3.14,293
2010-2011,Masculino,Privada,UTUADO,2.6,232
2013-2014,Femenino,Publica,RUM,3.2,275
2009-2010,Femenino,Privada,RUM,3.98,311
2012-2013,Masculino,Publica,ARECIBO,2.97,264
2013-2014,Masculino,Publica,CAROLINA,2.95,239
2009-2010,Masculino,Publica,RUM,2.55,247
2013-2014,Femenino,Privada,AGUADILLA,3.32,252
2011-2012,Femenino,Privada,RUM,3.5,320
2010-2011,Masculino,Privada,PONCE,3.81,336
2013-2014,Femenino,Publica,HUMACAO,4,292
2013-2014,Femenino,Privada,PONCE,3.43,286
2009-2010,Femenino,Privada,RUM,3.39,286
2009-2010,Masculino,Privada,BAYAMON,3,265
2011-2012,Masculino,Publica,UTUADO,2.83,238
2009-2010,Femenino,Privada,UTUADO,2.61,234
2010-2011,Femenino,Publica,BAYAMON,3.63,269
2013-2014,Femenino,Publica,AGUADILLA,3.27,260
2009-2010,Femenino,Publica,ARECIBO,3.94,324
2010-2011,Masculino,Privada,RUM,3.22,321
2011-2012,Masculino,Privada,RIOPIEDRAS,3.79,311
2009-2010,Femenino,Publica,PONCE,3.91,284
2010-2011,Femenino,Publica,CAROLINA,3.82,288
2009-2010,Masculino,Publica,CAROLINA,3.57,265
2012-2013,Masculino,Publica,CAYEY,4,345
2011-2012,Masculino,Privada,RUM,3.61,306
2010-2011,Femenino,Publica,ARECIBO,3.82,292
2010-2011,Masculino,Privada,RUM,3.22,321
2009-2010,Masculino,Publica,RUM,3.65,314
2011-2012,Femenino,Privada,BAYAMON,3.69,333
2012-2013,Femenino,Publica,ARECIBO,3.87,295
2009-2010,Femenino,Privada,CAROLINA,3.83,337
2010-2011,Femenino,Publica,PONCE,3.46,275
2009-2010,Masculino,Privada,RIOPIEDRAS,3.54,290
2009-2010,Masculino,Publica,AGUADILLA,3.65,314
2009-2010,Femenino,Publica,ARECIBO,3.43,270
2013-2014,Masculino,Privada,BAYAMON,3.34,251
2009-2010,Masculino,Publica,RUM,2.72,247
2012-2013,Masculino,Privada,RIOPIEDRAS,3.55,281
2013-2014,Femenino,Privada,RIOPIEDRAS,3.4,313
2009-2010,Femenino,Privada,RUM,3.92,346
2011-2012,Femenino,Publica,HUMACAO,3.77,340
2013-2014,Masculino,Publica,BAYAMON,3.72,281
2009-2010,Femenino,Privada,CAROLINA,3.55,306
2013-2014,Femenino,Privada,ARECIBO,3.7,286
2009-2010,Femenino,Privada,HUMACAO,3.46,271
2012-2013,Masculino,Privada,BAYAMON,3.74,322
2009-2010,Femenino,Publica,ARECIBO,3.91,296
2010-2011,Femenino,Privada,RIOPIEDRAS,3.94,356
2012-2013,Femenino,Privada,HUMACAO,3.17,283
2011-2012,Masculino,Publica,AGUADILLA,3.58,311
2012-2013,Masculino,Privada,RIOPIEDRAS,3.44,335
2011-2012,Femenino,Privada,AGUADILLA,2.91,253
2012-2013,Masculino,Privada,CAYEY,3.44,335
2010-2011,Masculino,Publica,PONCE,3.62,275
2011-2012,Masculino,Publica,RUM,3.58,311
2011-2012,Masculino,Privada,RIOPIEDRAS,3.83,307
2011-2012,Femenino,Publica,CAYEY,3.91,294
2013-2014,Femenino,Privada,RIOPIEDRAS,3.54,319
2009-2010,Femenino,Privada,CAROLINA,,285
2012-2013,Masculino,Privada,RUM,3.1,318
2013-2014,Masculino,Privada,RIOPIEDRAS,4,340
2011-2012,Femenino,Publica,CAYEY,3.94,303
2012-2013,Masculino,Publica,RUM,3.52,306
2013-2014,Femenino,Privada,PONCE,3.55,296
2013-2014,Femenino,Privada,RUM,3.06,269
2012-2013,Femenino,Publica,CAROLINA,2.96,230
2012-2013,Masculino,Publica,RUM,4,343
2009-2010,Masculino,Privada,UTUADO,2.37,218
2013-2014,Femenino,Privada,PONCE,3.55,296
2010-2011,Femenino,Publica,PONCE,4,293
2010-2011,Masculino,Privada,CAROLINA,2.72,280
2012-2013,Masculino,Publica,RIOPIEDRAS,3.84,346
2013-2014,Femenino,Privada,CAROLINA,3.09,254
2010-2011,Femenino,Privada,BAYAMON,3.37,253
2011-2012,Masculino,Publica,RUM,4,340
2011-2012,Femenino,Publica,HUMACAO,4,277
2013-2014,Masculino,Publica,RUM,4,339
2012-2013,Femenino,Publica,UTUADO,3.09,228
2013-2014,Femenino,Publica,RUM,3.93,291
2012-2013,Masculino,Publica,RIOPIEDRAS,3.61,310
2010-2011,Masculino,Publica,BAYAMON,3.48,287
2012-2013,Masculino,Publica,AGUADILLA,3.63,284
2012-2013,Femenino,Privada,RIOPIEDRAS,3.93,341
2011-2012,Femenino,Publica,AGUADILLA,4,313
2010-2011,Femenino,Privada,RUM,3.65,249
2009-2010,Masculino,Publica,RIOPIEDRAS,3.37,325
2010-2011,Femenino,Privada,PONCE,3.74,310
2012-2013,Femenino,Privada,ARECIBO,4,332
2011-2012,Femenino,Publica,UTUADO,2.85,201
2013-2014,Masculino,Privada,CAROLINA,2.79,248
2009-2010,Femenino,Publica,RUM,4,325
2012-2013,Masculino,Privada,PONCE,3.13,310
2010-2011,Femenino,Publica,AGUADILLA,3.79,279
2009-2010,Masculino,Privada,RUM,3.64,363
2010-2011,Femenino,Privada,RUM,4,373
2012-2013,Femenino,Privada,RUM,3.74,331
2012-2013,Femenino,Publica,UTUADO,3.35,238
2012-2013,Masculino,Privada,RUM,3.63,325
2012-2013,Femenino,Publica,CAYEY,4,301
2011-2012,Femenino,Publica,CAYEY,3.55,285
2009-2010,Femenino,Publica,CAYEY,3.97,306
2009-2010,Femenino,Publica,ARECIBO,3.7,276
2013-2014,Masculino,Privada,BAYAMON,3.11,261
2012-2013,Masculino,Publica,CAYEY,3.73,267
2012-2013,Femenino,Publica,CAYEY,4,301
2013-2014,Femenino,Publica,ARECIBO,3.86,283
2009-2010,Femenino,Publica,RUM,3.87,303
2011-2012,Femenino,Publica,RIOPIEDRAS,3.79,304
2013-2014,Femenino,Privada,CAYEY,3.93,325
2010-2011,Femenino,Publica,RIOPIEDRAS,3.55,300
2011-2012,Femenino,Publica,RUM,3.79,304
2010-2011,Masculino,Privada,RIOPIEDRAS,3.68,345
2011-2012,Femenino,Privada,RUM,4,358
2009-2010,Femenino,Publica,CAYEY,3.97,306
2011-2012,Femenino,Privada,RUM,2.63,267
2013-2014,Masculino,Publica,PONCE,3.71,308
2011-2012,Masculino,Privada,RUM,3.55,314
2013-2014,Femenino,Publica,CAROLINA,3.33,240
2013-2014,Masculino,Privada,CAYEY,3.22,290
2013-2014,Masculino,Publica,UTUADO,2.91,225
2011-2012,Femenino,Publica,RUM,3.31,258
2010-2011,Femenino,Privada,HUMACAO,3.9,265
2013-2014,Masculino,Privada,RIOPIEDRAS,3.54,324
2013-2014,Masculino,Privada,PONCE,2.63,274
2009-2010,Femenino,Publica,RUM,3.4,267
2009-2010,Masculino,Privada,CAROLINA,3.3,265
2012-2013,Masculino,Privada,CAYEY,3.56,265
2011-2012,Femenino,Publica,RIOPIEDRAS,3.72,292
2012-2013,Femenino,Publica,UTUADO,3.59,263
2009-2010,Masculino,Publica,AGUADILLA,2.7,224
2009-2010,Femenino,Publica,RUM,3.81,343
2010-2011,Masculino,Privada,RUM,3.78,335
2012-2013,Femenino,Privada,BAYAMON,3.89,290
2010-2011,Masculino,Privada,RIOPIEDRAS,3.65,322
2010-2011,Masculino,Publica,PONCE,3.61,314
2013-2014,Femenino,Publica,CAYEY,3.64,259
2010-2011,Femenino,Publica,BAYAMON,3.43,274
2010-2011,Masculino,Publica,RUM,3.67,313
2012-2013,Masculino,Publica,BAYAMON,3.39,290
2009-2010,Femenino,Privada,RUM,3.98,341
2012-2013,Masculino,Publica,CAROLINA,2.89,252
2012-2013,Femenino,Privada,RIOPIEDRAS,3.75,294
2011-2012,Masculino,Publica,AGUADILLA,3.91,312
2009-2010,Masculino,Publica,CAYEY,3.93,297
2011-2012,Masculino,Publica,RUM,3.59,309
2011-2012,Femenino,Privada,CAYEY,3.57,319
2012-2013,Femenino,Privada,RUM,3.26,263
2011-2012,Masculino,Privada,RUM,4,358
2013-2014,Masculino,Privada,BAYAMON,3.98,302
2011-2012,Masculino,Publica,BAYAMON,3.17,286
2010-2011,Femenino,Publica,RIOPIEDRAS,3.71,326
2009-2010,Masculino,Publica,RUM,3.91,335
2011-2012,Femenino,Publica,RUM,4,344
2010-2011,Femenino,Publica,RIOPIEDRAS,3.62,302
2011-2012,Masculino,Privada,PONCE,3,296
2012-2013,Femenino,Publica,BAYAMON,3.82,279
2009-2010,Masculino,Privada,AGUADILLA,2.54,246
2009-2010,Masculino,Publica,AGUADILLA,3.08,233
2012-2013,Masculino,Privada,RIOPIEDRAS,3.7,302
2013-2014,Femenino,Estados Unidos,AGUADILLA,3.5,289
2009-2010,Femenino,Publica,CAROLINA,3.77,284
2010-2011,Femenino,Privada,ARECIBO,3.78,321
2010-2011,Masculino,Privada,BAYAMON,3.91,286
2012-2013,Masculino,Privada,BAYAMON,3.7,327
2010-2011,Femenino,Privada,RUM,3.78,321
2012-2013,Masculino,Publica,PONCE,3.68,286
2012-2013,Masculino,Privada,RUM,3.7,348
2012-2013,Masculino,Privada,ARECIBO,3.24,262
2011-2012,Masculino,Publica,RIOPIEDRAS,3.59,308
2010-2011,Masculino,Privada,RIOPIEDRAS,3.65,323
2013-2014,Femenino,Publica,BAYAMON,3.18,253
2012-2013,Femenino,Privada,CAROLINA,2.8,250
2010-2011,Femenino,Privada,BAYAMON,2.81,248
2009-2010,Masculino,Publica,RUM,3.29,310
2009-2010,Femenino,Publica,ARECIBO,3.94,244
2011-2012,Masculino,Privada,RUM,4,352
2011-2012,Femenino,Privada,RUM,3.68,340
2009-2010,Masculino,Publica,RIOPIEDRAS,3.09,253
2011-2012,Femenino,Privada,RIOPIEDRAS,4,364
2010-2011,Femenino,Privada,RUM,3.91,341
2013-2014,Femenino,Privada,CAROLINA,3.19,286
2010-2011,Masculino,Publica,PONCE,3.94,277
2010-2011,Femenino,Privada,BAYAMON,3.4,272
2009-2010,Femenino,Publica,CAYEY,3.84,332
2010-2011,Femenino,Privada,RIOPIEDRAS,3.85,314
2010-2011,Femenino,Privada,HUMACAO,3.4,272
2011-2012,Femenino,Privada,BAYAMON,3.36,271
2012-2013,Masculino,Privada,UTUADO,3.55,251
2010-2011,Femenino,Privada,RIOPIEDRAS,3.53,326
2011-2012,Femenino,Privada,CAYEY,3.45,311
2013-2014,Femenino,Privada,PONCE,3.19,286
2013-2014,Femenino,Publica,AGUADILLA,3.36,249
2012-2013,Femenino,Publica,PONCE,3.94,298
2009-2010,Masculino,Publica,UTUADO,2.91,217
2010-2011,Femenino,Publica,CAYEY,3.91,270
2012-2013,Masculino,Privada,HUMACAO,3.34,304
2012-2013,Femenino,Publica,BAYAMON,4,314
2013-2014,Femenino,Publica,RUM,4,316
2013-2014,Masculino,Privada,BAYAMON,3.64,305
2013-2014,Masculino,Privada,RIOPIEDRAS,3.65,312
2009-2010,Femenino,Privada,RIOPIEDRAS,3.58,282
2011-2012,Femenino,Publica,CAROLINA,3.38,266
2011-2012,Femenino,Privada,BAYAMON,3.8,275
2012-2013,Femenino,Privada,RIOPIEDRAS,3.81,283
2013-2014,Femenino,Publica,CAYEY,3.17,276
2009-2010,Masculino,Privada,CAYEY,3.58,325
2012-2013,Femenino,Publica,RIOPIEDRAS,3.52,308
2009-2010,Femenino,Publica,PONCE,3.67,288
2013-2014,Femenino,Privada,RIOPIEDRAS,4,347
2011-2012,Femenino,Publica,RIOPIEDRAS,3.38,266
2012-2013,Masculino,Publica,CAROLINA,3.29,281
2013-2014,Masculino,Publica,BAYAMON,3.66,335
2010-2011,Masculino,Publica,ARECIBO,3.68,288
2011-2012,Masculino,Publica,HUMACAO,3.43,279
2011-2012,Masculino,Privada,BAYAMON,2.44,261
2009-2010,Femenino,Publica,HUMACAO,3.3,265
2009-2010,Masculino,Publica,BAYAMON,2.9,274
2009-2010,Masculino,Privada,PONCE,3.19,305
2009-2010,Femenino,Privada,RUM,3.69,335
2012-2013,Femenino,Privada,RIOPIEDRAS,3.4,281
2009-2010,Femenino,Privada,RIOPIEDRAS,3.5,327
2012-2013,Femenino,Privada,RUM,3.71,326
2012-2013,Masculino,Publica,BAYAMON,4,312
2009-2010,Masculino,Privada,PONCE,3.19,305
2009-2010,Masculino,Publica,RIOPIEDRAS,2.93,304
2009-2010,Femenino,Privada,CAYEY,3.97,377
2010-2011,Masculino,Privada,BAYAMON,3.74,321
2011-2012,Femenino,Privada,RIOPIEDRAS,3.93,302
2011-2012,Femenino,Privada,RUM,3.31,261
2009-2010,Femenino,Publica,UTUADO,3.3,265
2012-2013,Femenino,Privada,CAYEY,3.87,330
2011-2012,Masculino,Privada,CAROLINA,3.78,341
2012-2013,Femenino,Privada,CAYEY,4,362
2012-2013,Femenino,Privada,PONCE,3.55,294
2009-2010,Femenino,Publica,PONCE,4,323
2012-2013,Femenino,Publica,CAYEY,3.48,278
2010-2011,Femenino,Publica,CAROLINA,3.71,263
2013-2014,Masculino,Privada,UTUADO,2.87,216
2010-2011,Femenino,Privada,BAYAMON,3.5,282
2012-2013,Femenino,Privada,UTUADO,3.47,228
2012-2013,Femenino,Publica,BAYAMON,3.67,280
2012-2013,Femenino,Publica,HUMACAO,3.53,282
2013-2014,Femenino,Publica,PONCE,3.71,296
2009-2010,Masculino,Publica,RIOPIEDRAS,3.43,318
2013-2014,Femenino,Privada,RIOPIEDRAS,3.88,358
2011-2012,Femenino,Publica,BAYAMON,3.21,240
2012-2013,Masculino,Publica,RIOPIEDRAS,2.57,184
2010-2011,Femenino,Privada,RIOPIEDRAS,3.5,282
2010-2011,Femenino,Publica,AGUADILLA,4,295
2009-2010,Masculino,Privada,RIOPIEDRAS,3.74,356
2010-2011,Femenino,Privada,CAROLINA,3.21,255
2012-2013,Masculino,Publica,BAYAMON,2.97,298
2012-2013,Masculino,Privada,RIOPIEDRAS,3.32,289
2011-2012,Femenino,Privada,RIOPIEDRAS,3.06,294
2013-2014,Masculino,Privada,CAYEY,3.37,270
2013-2014,Masculino,Privada,BAYAMON,3.61,304
2009-2010,Femenino,Publica,RIOPIEDRAS,3.81,314
2011-2012,Masculino,Examenes Equivalencia,AGUADILLA,2.71,236
2012-2013,Masculino,Privada,RUM,3.69,344
2013-2014,Masculino,Privada,CAROLINA,3.61,304
2013-2014,Masculino,Privada,HUMACAO,3.56,264
2009-2010,Femenino,Privada,CAROLINA,3.6,266
2013-2014,Femenino,Publica,CAROLINA,3.43,250
2012-2013,Masculino,Privada,UTUADO,3.11,228
2009-2010,Masculino,Privada,HUMACAO,2.74,255
2012-2013,Masculino,Publica,RIOPIEDRAS,2.44,264
2010-2011,Masculino,Privada,ARECIBO,4,371
2010-2011,Femenino,Publica,RIOPIEDRAS,3.66,310
2010-2011,Femenino,Publica,RIOPIEDRAS,3.09,255
2009-2010,Femenino,Privada,RIOPIEDRAS,3.35,298
2010-2011,Masculino,Privada,RIOPIEDRAS,3.87,334
2012-2013,Masculino,Privada,BAYAMON,2.75,267
2013-2014,Masculino,Privada,CAYEY,3.56,264
2012-2013,Masculino,Privada,ARECIBO,3.43,260
2013-2014,Femenino,Publica,UTUADO,3.38,230
2013-2014,Masculino,Publica,CAROLINA,3.13,250
2013-2014,Masculino,Privada,PONCE,3.8,335
2009-2010,Femenino,Privada,RIOPIEDRAS,3.77,327
2013-2014,Femenino,Privada,BAYAMON,3.74,277
2011-2012,Masculino,Publica,ARECIBO,3.09,233
2012-2013,Femenino,Publica,BAYAMON,4,340
2013-2014,Masculino,Privada,BAYAMON,3,285
2012-2013,Femenino,Publica,ARECIBO,3.46,309
2009-2010,Masculino,Publica,BAYAMON,3,279
2009-2010,Masculino,Publica,HUMACAO,3.82,325
2011-2012,Masculino,Publica,HUMACAO,3.79,290
2010-2011,Masculino,Privada,RIOPIEDRAS,3.43,323
2013-2014,Masculino,Privada,BAYAMON,3.61,279
2012-2013,Femenino,Privada,RIOPIEDRAS,3.83,334
2012-2013,Femenino,Publica,PONCE,3.46,309
2011-2012,Masculino,Publica,PONCE,3.56,280
2012-2013,Masculino,Publica,AGUADILLA,3.94,334
2009-2010,Femenino,Publica,PONCE,3.93,335
2013-2014,Masculino,Privada,RIOPIEDRAS,3.8,329
2013-2014,Femenino,Privada,RIOPIEDRAS,3,297
2009-2010,Masculino,Publica,UTUADO,2.84,228
2009-2010,Femenino,Publica,RUM,3.9,354
2009-2010,Femenino,Privada,CAROLINA,3.74,329
2010-2011,Femenino,Privada,CAYEY,3.46,283
2010-2011,Femenino,Privada,AGUADILLA,2.66,236
2009-2010,Femenino,Publica,HUMACAO,3.74,275
2009-2010,Masculino,Publica,RUM,3.71,341
2010-2011,Masculino,Publica,ARECIBO,3.29,263
2010-2011,Masculino,Publica,UTUADO,2.35,185
2013-2014,Femenino,Publica,RIOPIEDRAS,3.3,277
2012-2013,Femenino,Publica,BAYAMON,2.84,251
2011-2012,Femenino,Publica,PONCE,4,312
2009-2010,Femenino,Publica,BAYAMON,3.9,354
2013-2014,Masculino,Publica,ARECIBO,3.33,294
2011-2012,Masculino,Privada,CAROLINA,3.6,306
2009-2010,Masculino,Privada,HUMACAO,3.51,286
2012-2013,Masculino,Privada,BAYAMON,3.93,289
2012-2013,Femenino,Privada,UTUADO,2.9,224
2010-2011,Femenino,Publica,RIOPIEDRAS,3.77,308
2013-2014,Femenino,Publica,ARECIBO,3.86,281
2010-2011,Masculino,Publica,BAYAMON,3.64,316
2013-2014,Masculino,Privada,BAYAMON,3.15,263
2009-2010,Femenino,Publica,RIOPIEDRAS,3.8,345
2009-2010,Masculino,Privada,RUM,3.98,377
2009-2010,Femenino,Privada,RIOPIEDRAS,4,363
2012-2013,Masculino,Publica,AGUADILLA,3.69,283
2009-2010,Masculino,Publica,AGUADILLA,4,320
2009-2010,Masculino,Privada,RUM,3.84,319
2012-2013,Masculino,Publica,AGUADILLA,3.62,274
2013-2014,Femenino,Privada,RIOPIEDRAS,3.7,328
2009-2010,Femenino,Publica,RUM,4,316
2009-2010,Masculino,Publica,ARECIBO,3.94,310
2013-2014,Femenino,Publica,UTUADO,3.57,251
2010-2011,Femenino,Publica,HUMACAO,3.97,292
2010-2011,Masculino,Publica,AGUADILLA,4,314
2012-2013,Femenino,Privada,BAYAMON,3.92,308
2013-2014,Femenino,Publica,CAROLINA,3.97,286
2011-2012,Femenino,Privada,UTUADO,2.76,234
2009-2010,Femenino,Publica,PONCE,3.6,285
2009-2010,Femenino,Privada,RIOPIEDRAS,3.58,333
2013-2014,Femenino,Privada,CAYEY,3.64,314
2010-2011,Femenino,Privada,CAYEY,3.74,327
2009-2010,Femenino,Publica,BAYAMON,3.86,287
2011-2012,Femenino,Privada,RUM,3.88,363
2013-2014,Femenino,Privada,CAYEY,3.64,314
2013-2014,Femenino,Privada,CAYEY,4,345
2012-2013,Femenino,Publica,AGUADILLA,4,327
2011-2012,Femenino,Privada,BAYAMON,3.83,313
2010-2011,Femenino,Privada,ARECIBO,3.71,287
2010-2011,Masculino,Privada,PONCE,3.05,271
2010-2011,Masculino,Publica,RIOPIEDRAS,3.43,286
2013-2014,Femenino,Publica,HUMACAO,3.77,319
2009-2010,Masculino,Publica,AGUADILLA,2.41,236
2013-2014,Masculino,Privada,BAYAMON,3.7,300
2010-2011,Femenino,Privada,ARECIBO,3.71,287
2009-2010,Femenino,Publica,UTUADO,3.13,242
2013-2014,Masculino,Publica,BAYAMON,3.87,339
2011-2012,Femenino,Privada,UTUADO,3.54,290
2010-2011,Masculino,Publica,AGUADILLA,2.5,258
2012-2013,Masculino,Publica,ARECIBO,3.4,267
2010-2011,Masculino,Privada,CAROLINA,2.91,263
2012-2013,Femenino,Privada,RUM,3.44,266
2012-2013,Femenino,Publica,AGUADILLA,3.75,296
2009-2010,Femenino,Privada,CAROLINA,3.7,235
2010-2011,Femenino,Privada,RIOPIEDRAS,3.24,284
2011-2012,Femenino,Publica,BAYAMON,3.94,327
2009-2010,Femenino,Publica,CAYEY,3.93,279
2013-2014,Femenino,Privada,UTUADO,3.25,251
2011-2012,Femenino,Privada,CAROLINA,3.72,277
2010-2011,Masculino,Publica,RIOPIEDRAS,4,332
2011-2012,Femenino,Publica,CAROLINA,3.34,264
2012-2013,Femenino,Privada,CAROLINA,3.6,236
2013-2014,Femenino,Publica,PONCE,2.78,241
2009-2010,Femenino,Publica,UTUADO,2.94,199
2012-2013,Femenino,Publica,UTUADO,3.94,328
2009-2010,Femenino,Publica,CAYEY,3.93,325
2009-2010,Masculino,Privada,RIOPIEDRAS,3.95,329
2013-2014,Femenino,Publica,CAROLINA,3.83,302
2013-2014,Masculino,Privada,CAYEY,3.26,319
2009-2010,Masculino,Privada,RIOPIEDRAS,3.28,341
2009-2010,Femenino,Publica,HUMACAO,3.86,314
2013-2014,Femenino,Publica,PONCE,3.82,273
2009-2010,Masculino,Publica,RIOPIEDRAS,3.87,295
2011-2012,Femenino,Publica,RIOPIEDRAS,3.92,310
2012-2013,Femenino,Privada,RUM,3.97,360
2009-2010,Masculino,Privada,RUM,3.21,300
2013-2014,Masculino,Privada,CAROLINA,2.49,253
2010-2011,Femenino,Privada,BAYAMON,2.73,271
2011-2012,Masculino,Publica,ARECIBO,3.06,275
2009-2010,Femenino,Privada,HUMACAO,3.79,305
2013-2014,Masculino,Privada,RIOPIEDRAS,3.67,296
2013-2014,Masculino,Privada,PONCE,3.1,269
2011-2012,Femenino,Privada,RUM,3.53,283
2012-2013,Femenino,Publica,ARECIBO,2.97,259
2013-2014,Masculino,Publica,PONCE,3.77,277
2009-2010,Femenino,Privada,HUMACAO,3.98,362
2013-2014,Femenino,Privada,RUM,2.8,284
2011-2012,Masculino,Privada,RUM,4,373
2011-2012,Masculino,Publica,RIOPIEDRAS,3.88,303
2009-2010,Femenino,Publica,RUM,4,324
2009-2010,Femenino,Publica,CAROLINA,3.81,292
2010-2011,Femenino,Privada,RIOPIEDRAS,3.86,347
2009-2010,Masculino,Privada,RUM,3.35,300
2013-2014,Masculino,Privada,BAYAMON,3.86,292
2013-2014,Femenino,Privada,RIOPIEDRAS,3.8,347
2009-2010,Femenino,Privada,RUM,3.27,273
2013-2014,Femenino,Privada,CAROLINA,3.3,267
2009-2010,Femenino,Privada,RUM,4,372
2012-2013,Femenino,Privada,UTUADO,3.46,240
2013-2014,Femenino,Privada,RIOPIEDRAS,3.31,304
2009-2010,Femenino,Publica,BAYAMON,3.58,287
2013-2014,Femenino,Privada,BAYAMON,4,315
2009-2010,Femenino,Publica,CAROLINA,3.52,322
2012-2013,Masculino,Publica,PONCE,2.76,248
2011-2012,Femenino,Publica,BAYAMON,4,332
2011-2012,Femenino,Publica,RIOPIEDRAS,4,353
2010-2011,Femenino,Publica,RIOPIEDRAS,4,321
2009-2010,Masculino,Publica,ARECIBO,2.82,298
2012-2013,Femenino,Publica,HUMACAO,3.79,305
2011-2012,Femenino,Privada,RUM,3.49,283
